Region,Country,City,Year,YearlyAvgTemp
North America,United States of America,Dayton,2001,53.26
North America,United States of America,Dayton,2002,52.85
North America,United States of America,Dayton,2003,50.96
North America,United States of America,Dayton,2004,51.89
North America,United States of America,Dayton,2005,52.23
North America,United States of America,Dayton,2006,53.14
North America,United States of America,Dayton,2007,53.22
North America,United States of America,Dayton,2008,51.11
North America,United States of America,Dayton,2009,51.5
North America,United States of America,Dayton,2010,52.7
North America,United States of America,Dayton,2011,53.25
North America,United States of America,Dayton,2012,55.42
North America,United States of America,Dayton,2013,52.37
North America,United States of America,Dayton,2014,51.22
North America,United States of America,Dayton,2015,53.55
North America,United States of America,Dayton,2016,54.32
North America,United States of America,Dayton,2017,54.0
North America,United States of America,Dayton,2018,53.04
North America,United States of America,Dayton,2019,54.37
North America,United States of America,Daytona Beach,1995,70.12
North America,United States of America,Daytona Beach,1996,69.01
North America,United States of America,Daytona Beach,1997,70.44
North America,United States of America,Daytona Beach,1998,72.14
North America,United States of America,Daytona Beach,1999,71.03
North America,United States of America,Daytona Beach,2000,69.81
North America,United States of America,Daytona Beach,2001,70.39
North America,United States of America,Daytona Beach,2002,71.01
North America,United States of America,Daytona Beach,2003,70.5
North America,United States of America,Daytona Beach,2004,70.64
North America,United States of America,Daytona Beach,2005,70.4
North America,United States of America,Daytona Beach,2006,71.05
North America,United States of America,Daytona Beach,2007,71.73
North America,United States of America,Daytona Beach,2008,71.15
North America,United States of America,Daytona Beach,2009,71.23
North America,United States of America,Daytona Beach,2010,71.06
Asia,India,Delhi,1995,76.94
Asia,India,Delhi,1996,75.75
Asia,India,Delhi,1997,74.46
Asia,India,Delhi,1998,76.41
Asia,India,Delhi,1999,76.96
Asia,India,Delhi,2000,76.6
Asia,India,Delhi,2001,76.15
Asia,India,Delhi,2002,77.39
Asia,India,Delhi,2003,75.87
Asia,India,Delhi,2004,77.28
Asia,India,Delhi,2005,76.56
Asia,India,Delhi,2006,77.8
Asia,India,Delhi,2007,76.71
Asia,India,Delhi,2008,76.2
Asia,India,Delhi,2009,77.77
Asia,India,Delhi,2010,78.01
Asia,India,Delhi,2011,76.39
Asia,India,Delhi,2012,76.9
Asia,India,Delhi,2013,76.7
Asia,India,Delhi,2014,76.94
Asia,India,Delhi,2015,77.49
Asia,India,Delhi,2016,80.29
Asia,India,Delhi,2017,78.88
Asia,India,Delhi,2018,78.01
Asia,India,Delhi,2019,77.86
North America,United States of America,Denver,1995,52.04
North America,United States of America,Denver,1996,49.66
North America,United States of America,Denver,1997,48.61
North America,United States of America,Denver,1998,50.48
North America,United States of America,Denver,1999,51.0
North America,United States of America,Denver,2000,50.88
North America,United States of America,Denver,2001,51.11
North America,United States of America,Denver,2002,49.77
North America,United States of America,Denver,2003,50.78
North America,United States of America,Denver,2004,50.09
North America,United States of America,Denver,2005,51.22
North America,United States of America,Denver,2006,51.75
North America,United States of America,Denver,2007,50.54
North America,United States of America,Denver,2008,50.23
North America,United States of America,Denver,2009,49.51
North America,United States of America,Denver,2010,51.08
North America,United States of America,Denver,2011,50.61
North America,United States of America,Denver,2012,53.81
North America,United States of America,Denver,2013,49.92
North America,United States of America,Denver,2014,50.35
North America,United States of America,Denver,2015,51.79
North America,United States of America,Denver,2016,52.11
North America,United States of America,Denver,2017,52.59
North America,United States of America,Denver,2018,51.78
North America,United States of America,Denver,2019,49.27
North America,United States of America,Des Moines,1995,49.65
North America,United States of America,Des Moines,1996,47.12
North America,United States of America,Des Moines,1997,49.27
North America,United States of America,Des Moines,1998,52.86
North America,United States of America,Des Moines,1999,52.08
North America,United States of America,Des Moines,2000,50.99
North America,United States of America,Des Moines,2001,51.44
North America,United States of America,Des Moines,2002,50.96
North America,United States of America,Des Moines,2003,50.84
North America,United States of America,Des Moines,2004,50.8
North America,United States of America,Des Moines,2005,52.39
North America,United States of America,Des Moines,2006,53.23
North America,United States of America,Des Moines,2007,51.5
North America,United States of America,Des Moines,2008,48.61
North America,United States of America,Des Moines,2009,50.52
North America,United States of America,Des Moines,2010,51.76
North America,United States of America,Des Moines,2011,52.26
North America,United States of America,Des Moines,2012,55.95
North America,United States of America,Des Moines,2013,50.7
North America,United States of America,Des Moines,2014,49.77
North America,United States of America,Des Moines,2015,53.49
North America,United States of America,Des Moines,2016,54.6
North America,United States of America,Des Moines,2017,54.09
North America,United States of America,Des Moines,2018,50.85
North America,United States of America,Des Moines,2019,49.54
North America,United States of America,Detroit,1995,49.85
North America,United States of America,Detroit,1996,47.89
North America,United States of America,Detroit,1997,48.72
North America,United States of America,Detroit,1998,53.9
North America,United States of America,Detroit,1999,51.52
North America,United States of America,Detroit,2000,49.94
North America,United States of America,Detroit,2001,51.75
North America,United States of America,Detroit,2002,50.79
North America,United States of America,Detroit,2003,49.26
North America,United States of America,Detroit,2004,50.08
North America,United States of America,Detroit,2005,50.9
North America,United States of America,Detroit,2006,52.13
North America,United States of America,Detroit,2007,51.15
North America,United States of America,Detroit,2008,49.66
North America,United States of America,Detroit,2009,49.46
North America,United States of America,Detroit,2010,51.78
North America,United States of America,Detroit,2011,51.19
North America,United States of America,Detroit,2012,53.78
North America,United States of America,Detroit,2013,49.87
North America,United States of America,Detroit,2014,47.9
North America,United States of America,Detroit,2015,50.88
North America,United States of America,Detroit,2016,52.72
North America,United States of America,Detroit,2017,52.16
North America,United States of America,Detroit,2018,51.29
North America,United States of America,Detroit,2019,50.26
Middle East,Saudi Arabia,Dhahran,1995,79.24
Middle East,Saudi Arabia,Dhahran,1996,80.21
Middle East,Saudi Arabia,Dhahran,1997,79.29
Middle East,Saudi Arabia,Dhahran,1998,81.35
Middle East,Saudi Arabia,Dhahran,1999,81.6
Middle East,Saudi Arabia,Dhahran,2000,80.32
Middle East,Saudi Arabia,Dhahran,2001,80.97
Middle East,Saudi Arabia,Dhahran,2002,80.36
Middle East,Saudi Arabia,Dhahran,2003,80.3
Middle East,Saudi Arabia,Dhahran,2004,80.27
Middle East,Saudi Arabia,Dhahran,2005,80.1
Middle East,Saudi Arabia,Dhahran,2006,81.9
Middle East,Saudi Arabia,Dhahran,2007,82.25
Middle East,Saudi Arabia,Dhahran,2008,82.05
Middle East,Saudi Arabia,Dhahran,2009,82.47
Middle East,Saudi Arabia,Dhahran,2010,82.21
Middle East,Saudi Arabia,Dhahran,2011,80.6
Middle East,Saudi Arabia,Dhahran,2012,80.98
Middle East,Saudi Arabia,Dhahran,2013,80.59
Middle East,Saudi Arabia,Dhahran,2014,81.74
Middle East,Saudi Arabia,Dhahran,2015,84.4
Middle East,Saudi Arabia,Dhahran,2016,81.65
Middle East,Saudi Arabia,Dhahran,2017,82.5
Middle East,Saudi Arabia,Dhahran,2018,83.1
Middle East,Saudi Arabia,Dhahran,2019,82.66
Asia,Bangladesh,Dhaka,1995,79.35
Asia,Bangladesh,Dhaka,1996,78.77
Asia,Bangladesh,Dhaka,1997,77.15
Asia,Bangladesh,Dhaka,1998,79.29
Asia,Bangladesh,Dhaka,1999,77.09
Asia,Bangladesh,Dhaka,2000,79.1
Asia,Bangladesh,Dhaka,2001,78.96
Asia,Bangladesh,Dhaka,2002,78.62
Asia,Bangladesh,Dhaka,2003,78.82
Asia,Bangladesh,Dhaka,2004,78.91
Asia,Bangladesh,Dhaka,2005,77.86
Asia,Bangladesh,Dhaka,2006,79.36
Asia,Bangladesh,Dhaka,2007,78.11
Asia,Bangladesh,Dhaka,2008,75.64
Asia,Bangladesh,Dhaka,2009,79.02
Asia,Bangladesh,Dhaka,2010,80.84
Middle East,Qatar,Doha,1995,80.65
Middle East,Qatar,Doha,1996,81.53
Middle East,Qatar,Doha,1997,80.69
Middle East,Qatar,Doha,1998,83.08
Middle East,Qatar,Doha,1999,83.42
Middle East,Qatar,Doha,2000,82.27
Middle East,Qatar,Doha,2001,82.99
Middle East,Qatar,Doha,2002,82.69
Middle East,Qatar,Doha,2003,82.77
Middle East,Qatar,Doha,2004,82.71
Middle East,Qatar,Doha,2005,82.36
Middle East,Qatar,Doha,2006,82.8
Middle East,Qatar,Doha,2007,82.92
Middle East,Qatar,Doha,2008,82.53
Middle East,Qatar,Doha,2009,83.25
Middle East,Qatar,Doha,2010,84.45
Middle East,Qatar,Doha,2011,83.33
Middle East,Qatar,Doha,2012,83.8
Middle East,Qatar,Doha,2013,83.27
Middle East,Qatar,Doha,2014,84.01
Middle East,Qatar,Doha,2015,84.31
Middle East,Qatar,Doha,2016,84.03
Middle East,Qatar,Doha,2017,84.37
Middle East,Qatar,Doha,2018,84.92
Middle East,Qatar,Doha,2019,84.4
Middle East,United Arab Emirates,Dubai,1995,80.91
Middle East,United Arab Emirates,Dubai,1996,81.88
Middle East,United Arab Emirates,Dubai,1997,80.82
Middle East,United Arab Emirates,Dubai,1998,83.75
Middle East,United Arab Emirates,Dubai,1999,83.23
Middle East,United Arab Emirates,Dubai,2000,82.03
Middle East,United Arab Emirates,Dubai,2001,82.64
Middle East,United Arab Emirates,Dubai,2002,83.08
Middle East,United Arab Emirates,Dubai,2003,83.45
Middle East,United Arab Emirates,Dubai,2004,83.27
Middle East,United Arab Emirates,Dubai,2005,83.35
Middle East,United Arab Emirates,Dubai,2006,83.3
Middle East,United Arab Emirates,Dubai,2007,83.88
Middle East,United Arab Emirates,Dubai,2008,83.21
Middle East,United Arab Emirates,Dubai,2009,83.89
Middle East,United Arab Emirates,Dubai,2010,85.26
Middle East,United Arab Emirates,Dubai,2011,84.41
Middle East,United Arab Emirates,Dubai,2012,84.66
Middle East,United Arab Emirates,Dubai,2013,84.09
Middle East,United Arab Emirates,Dubai,2014,84.25
Middle East,United Arab Emirates,Dubai,2015,85.69
Middle East,United Arab Emirates,Dubai,2016,85.05
Middle East,United Arab Emirates,Dubai,2017,86.01
Middle East,United Arab Emirates,Dubai,2018,85.75
Middle East,United Arab Emirates,Dubai,2019,85.35
Europe,Ireland,Dublin,1995,49.97
Europe,Ireland,Dublin,1996,48.21
Europe,Ireland,Dublin,1997,50.09
Europe,Ireland,Dublin,1998,49.87
Europe,Ireland,Dublin,1999,49.82
Europe,Ireland,Dublin,2000,48.94
Europe,Ireland,Dublin,2001,48.89
Europe,Ireland,Dublin,2002,49.96
Europe,Ireland,Dublin,2003,49.97
Europe,Ireland,Dublin,2004,49.88
Europe,Ireland,Dublin,2005,50.25
Europe,Ireland,Dublin,2006,50.49
Europe,Ireland,Dublin,2007,50.46
Europe,Ireland,Dublin,2008,49.18
Europe,Ireland,Dublin,2009,49.32
Europe,Ireland,Dublin,2010,47.27
Europe,Ireland,Dublin,2011,50.12
Europe,Ireland,Dublin,2012,49.0
Europe,Ireland,Dublin,2013,49.2
Europe,Ireland,Dublin,2014,50.25
Europe,Ireland,Dublin,2015,49.22
Europe,Ireland,Dublin,2016,49.79
Europe,Ireland,Dublin,2017,50.21
Europe,Ireland,Dublin,2018,49.92
Europe,Ireland,Dublin,2019,49.83
North America,United States of America,Duluth,1995,39.39
North America,United States of America,Duluth,1996,36.44
North America,United States of America,Duluth,1997,39.0
North America,United States of America,Duluth,1998,43.82
North America,United States of America,Duluth,1999,41.74
North America,United States of America,Duluth,2000,39.81
North America,United States of America,Duluth,2001,41.81
North America,United States of America,Duluth,2002,39.71
North America,United States of America,Duluth,2003,39.78
North America,United States of America,Duluth,2004,39.32
North America,United States of America,Duluth,2005,41.21
North America,United States of America,Duluth,2006,43.04
North America,United States of America,Duluth,2007,40.85
North America,United States of America,Duluth,2008,38.31
North America,United States of America,Duluth,2009,39.21
North America,United States of America,Duluth,2010,41.92
North America,United States of America,Duluth,2011,40.88
North America,United States of America,Duluth,2012,44.12
North America,United States of America,Duluth,2013,39.69
North America,United States of America,Duluth,2014,37.77
North America,United States of America,Duluth,2015,42.82
North America,United States of America,Duluth,2016,42.96
North America,United States of America,Duluth,2017,40.69
North America,United States of America,Duluth,2018,40.81
North America,United States of America,Duluth,2019,40.26
Asia,Tajikistan,Dusanbe,1995,52.47
Asia,Tajikistan,Dusanbe,1996,59.47
Asia,Tajikistan,Dusanbe,1997,67.08
Asia,Tajikistan,Dusanbe,1998,62.88
Asia,Tajikistan,Dusanbe,1999,67.71
Asia,Tajikistan,Dusanbe,2000,61.02
Asia,Tajikistan,Dusanbe,2001,61.33
Asia,Tajikistan,Dusanbe,2002,60.49
Asia,Tajikistan,Dusanbe,2003,59.3
Asia,Tajikistan,Dusanbe,2004,61.16
Asia,Tajikistan,Dusanbe,2005,59.86
Asia,Tajikistan,Dusanbe,2006,61.34
Asia,Tajikistan,Dusanbe,2007,60.42
Asia,Tajikistan,Dusanbe,2008,60.54
Asia,Tajikistan,Dusanbe,2009,60.07
Asia,Tajikistan,Dusanbe,2010,61.1
Asia,Tajikistan,Dusanbe,2011,60.7
Asia,Tajikistan,Dusanbe,2012,58.57
Asia,Tajikistan,Dusanbe,2013,61.01
Asia,Tajikistan,Dusanbe,2014,59.31
Asia,Tajikistan,Dusanbe,2015,61.2
Asia,Tajikistan,Dusanbe,2016,62.52
Asia,Tajikistan,Dusanbe,2017,61.8
Asia,Tajikistan,Dusanbe,2018,61.66
Asia,Tajikistan,Dusanbe,2019,61.37
North America,Canada,Edmonton,1995,37.78
North America,Canada,Edmonton,1996,34.69
North America,Canada,Edmonton,1997,40.12
North America,Canada,Edmonton,1998,41.49
North America,Canada,Edmonton,1999,40.91
North America,Canada,Edmonton,2000,38.57
North America,Canada,Edmonton,2001,41.54
North America,Canada,Edmonton,2002,36.56
North America,Canada,Edmonton,2003,38.0
North America,Canada,Edmonton,2004,39.72
North America,Canada,Edmonton,2005,41.08
North America,Canada,Edmonton,2006,41.52
North America,Canada,Edmonton,2007,40.16
North America,Canada,Edmonton,2008,39.96
North America,Canada,Edmonton,2009,38.33
North America,Canada,Edmonton,2010,39.75
North America,Canada,Edmonton,2011,39.69
North America,Canada,Edmonton,2012,40.07
North America,Canada,Edmonton,2013,39.59
North America,Canada,Edmonton,2014,39.35
North America,Canada,Edmonton,2015,23.51
North America,United States of America,El Paso,1995,66.43
North America,United States of America,El Paso,1996,66.35
North America,United States of America,El Paso,1997,64.29
North America,United States of America,El Paso,1998,65.4
North America,United States of America,El Paso,1999,65.32
North America,United States of America,El Paso,2000,66.14
North America,United States of America,El Paso,2001,65.57
North America,United States of America,El Paso,2002,65.62
North America,United States of America,El Paso,2003,66.55
North America,United States of America,El Paso,2004,64.6
North America,United States of America,El Paso,2005,66.24
North America,United States of America,El Paso,2006,66.39
North America,United States of America,El Paso,2007,65.52
North America,United States of America,El Paso,2008,65.4
North America,United States of America,El Paso,2009,66.77
North America,United States of America,El Paso,2010,66.25
North America,United States of America,El Paso,2011,67.42
North America,United States of America,El Paso,2012,67.84
North America,United States of America,El Paso,2013,65.83
North America,United States of America,El Paso,2014,67.28
North America,United States of America,El Paso,2015,66.89
North America,United States of America,El Paso,2016,67.73
North America,United States of America,El Paso,2017,68.95
North America,United States of America,El Paso,2018,68.41
North America,United States of America,El Paso,2019,67.34
North America,United States of America,Elkins,1995,52.71
North America,United States of America,Elkins,1996,48.79
North America,United States of America,Elkins,1997,48.55
North America,United States of America,Elkins,1998,51.61
North America,United States of America,Elkins,1999,49.66
North America,United States of America,Elkins,2000,48.99
North America,United States of America,Elkins,2001,49.75
North America,United States of America,Elkins,2002,50.9
North America,United States of America,Elkins,2003,49.7
North America,United States of America,Elkins,2004,51.01
North America,United States of America,Elkins,2005,52.16
North America,United States of America,Elkins,2006,50.59
North America,United States of America,Elkins,2007,50.74
North America,United States of America,Elkins,2008,48.86
North America,United States of America,Elkins,2009,50.18
North America,United States of America,Elkins,2010,49.59
North America,United States of America,Elkins,2011,51.75
North America,United States of America,Elkins,2012,52.01
North America,United States of America,Elkins,2013,50.13
North America,United States of America,Elkins,2014,49.51
North America,United States of America,Elkins,2015,51.52
North America,United States of America,Elkins,2016,51.97
North America,United States of America,Elkins,2017,52.25
North America,United States of America,Elkins,2018,51.43
North America,United States of America,Elkins,2019,52.74
North America,United States of America,Erie,1995,49.79
North America,United States of America,Erie,1996,48.09
North America,United States of America,Erie,1997,48.68
North America,United States of America,Erie,1998,53.8
North America,United States of America,Erie,1999,51.52
North America,United States of America,Erie,2000,49.64
North America,United States of America,Erie,2001,51.14
North America,United States of America,Erie,2002,50.87
North America,United States of America,Erie,2003,48.64
North America,United States of America,Erie,2004,49.46
North America,United States of America,Erie,2005,50.12
North America,United States of America,Erie,2006,51.45
North America,United States of America,Erie,2007,50.83
North America,United States of America,Erie,2008,50.44
North America,United States of America,Erie,2009,49.18
North America,United States of America,Erie,2010,50.71
North America,United States of America,Erie,2011,50.95
North America,United States of America,Erie,2012,53.07
North America,United States of America,Erie,2013,50.02
North America,United States of America,Erie,2014,48.34
North America,United States of America,Erie,2015,50.31
North America,United States of America,Erie,2016,52.74
North America,United States of America,Erie,2017,51.6
North America,United States of America,Erie,2018,51.36
North America,United States of America,Erie,2019,51.02
North America,United States of America,Eugene,1995,53.83
North America,United States of America,Eugene,1996,52.21
North America,United States of America,Eugene,1997,52.62
North America,United States of America,Eugene,1998,53.08
North America,United States of America,Eugene,1999,51.85
North America,United States of America,Eugene,2000,51.76
North America,United States of America,Eugene,2001,52.06
North America,United States of America,Eugene,2002,52.32
North America,United States of America,Eugene,2003,53.81
North America,United States of America,Eugene,2004,53.39
North America,United States of America,Eugene,2005,52.36
North America,United States of America,Eugene,2006,52.3
North America,United States of America,Eugene,2007,51.61
North America,United States of America,Eugene,2008,51.06
North America,United States of America,Eugene,2009,51.44
North America,United States of America,Eugene,2010,52.67
North America,United States of America,Eugene,2011,51.4
North America,United States of America,Eugene,2012,52.56
North America,United States of America,Eugene,2013,52.06
North America,United States of America,Eugene,2014,54.7
North America,United States of America,Eugene,2015,55.35
North America,United States of America,Eugene,2016,54.86
North America,United States of America,Eugene,2017,52.2
North America,United States of America,Eugene,2018,52.94
North America,United States of America,Eugene,2019,52.77
North America,United States of America,Evansville,1995,57.65
North America,United States of America,Evansville,1996,54.3
North America,United States of America,Evansville,1997,54.59
North America,United States of America,Evansville,1998,59.09
North America,United States of America,Evansville,1999,57.32
North America,United States of America,Evansville,2000,55.75
North America,United States of America,Evansville,2001,57.13
North America,United States of America,Evansville,2002,57.26
North America,United States of America,Evansville,2003,55.96
North America,United States of America,Evansville,2004,56.78
North America,United States of America,Evansville,2005,57.39
North America,United States of America,Evansville,2006,57.45
North America,United States of America,Evansville,2007,58.58
North America,United States of America,Evansville,2008,55.85
North America,United States of America,Evansville,2009,56.22
North America,United States of America,Evansville,2010,57.15
North America,United States of America,Evansville,2011,57.81
North America,United States of America,Evansville,2012,59.85
North America,United States of America,Evansville,2013,55.87
North America,United States of America,Evansville,2014,55.27
North America,United States of America,Evansville,2015,57.93
North America,United States of America,Evansville,2016,58.8
North America,United States of America,Evansville,2017,58.97
North America,United States of America,Evansville,2018,57.13
North America,United States of America,Evansville,2019,57.03
North America,United States of America,Fairbanks,1995,28.42
North America,United States of America,Fairbanks,1996,24.78
North America,United States of America,Fairbanks,1997,28.88
North America,United States of America,Fairbanks,1998,29.1
North America,United States of America,Fairbanks,1999,24.17
North America,United States of America,Fairbanks,2000,28.41
North America,United States of America,Fairbanks,2001,28.78
North America,United States of America,Fairbanks,2002,30.59
North America,United States of America,Fairbanks,2003,29.37
North America,United States of America,Fairbanks,2004,29.06
North America,United States of America,Fairbanks,2005,29.24
North America,United States of America,Fairbanks,2006,26.27
North America,United States of America,Fairbanks,2007,28.04
North America,United States of America,Fairbanks,2008,26.12
North America,United States of America,Fairbanks,2009,28.4
North America,United States of America,Fairbanks,2010,29.14
North America,United States of America,Fairbanks,2011,28.07
North America,United States of America,Fairbanks,2012,24.52
North America,United States of America,Fairbanks,2013,29.01
North America,United States of America,Fairbanks,2014,31.49
North America,United States of America,Fairbanks,2015,30.66
North America,United States of America,Fairbanks,2016,31.8
North America,United States of America,Fairbanks,2017,30.21
North America,United States of America,Fairbanks,2018,31.13
North America,United States of America,Fairbanks,2019,33.15
North America,United States of America,Fargo,1995,41.61
North America,United States of America,Fargo,1996,37.89
North America,United States of America,Fargo,1997,41.17
North America,United States of America,Fargo,1998,45.94
North America,United States of America,Fargo,1999,44.44
North America,United States of America,Fargo,2000,42.17
North America,United States of America,Fargo,2001,43.57
North America,United States of America,Fargo,2002,42.34
North America,United States of America,Fargo,2003,42.72
North America,United States of America,Fargo,2004,42.05
North America,United States of America,Fargo,2005,43.98
North America,United States of America,Fargo,2006,45.79
North America,United States of America,Fargo,2007,43.59
North America,United States of America,Fargo,2008,40.31
North America,United States of America,Fargo,2009,40.75
North America,United States of America,Fargo,2010,43.8
North America,United States of America,Fargo,2011,43.4
North America,United States of America,Fargo,2012,46.9
North America,United States of America,Fargo,2013,40.78
North America,United States of America,Fargo,2014,41.03
North America,United States of America,Fargo,2015,45.84
North America,United States of America,Fargo,2016,46.94
North America,United States of America,Fargo,2017,44.62
North America,United States of America,Fargo,2018,41.92
North America,United States of America,Fargo,2019,39.93
North America,United States of America,Flagstaff,1995,46.72
North America,United States of America,Flagstaff,1996,48.02
North America,United States of America,Flagstaff,1997,46.04
North America,United States of America,Flagstaff,1998,44.92
North America,United States of America,Flagstaff,1999,46.49
North America,United States of America,Flagstaff,2000,47.92
North America,United States of America,Flagstaff,2001,47.4
North America,United States of America,Flagstaff,2002,47.95
North America,United States of America,Flagstaff,2003,48.48
North America,United States of America,Flagstaff,2004,49.52
North America,United States of America,Flint,1995,47.31
North America,United States of America,Flint,1996,46.1
North America,United States of America,Flint,1997,46.43
North America,United States of America,Flint,1998,51.72
North America,United States of America,Flint,1999,49.13
North America,United States of America,Flint,2000,47.98
North America,United States of America,Flint,2001,49.92
North America,United States of America,Flint,2002,49.45
North America,United States of America,Flint,2003,48.11
North America,United States of America,Flint,2004,48.15
North America,United States of America,Flint,2005,48.61
North America,United States of America,Flint,2006,49.31
North America,United States of America,Flint,2007,49.46
North America,United States of America,Flint,2008,47.99
North America,United States of America,Flint,2009,46.95
North America,United States of America,Flint,2010,49.77
North America,United States of America,Flint,2011,49.46
North America,United States of America,Flint,2012,52.15
North America,United States of America,Flint,2013,48.71
North America,United States of America,Flint,2014,47.06
North America,United States of America,Flint,2015,50.39
North America,United States of America,Flint,2016,52.1
North America,United States of America,Flint,2017,49.5
North America,United States of America,Flint,2018,48.24
North America,United States of America,Flint,2019,48.57
North America,United States of America,Fort Smith,1995,60.47
North America,United States of America,Fort Smith,1996,59.15
North America,United States of America,Fort Smith,1997,60.26
North America,United States of America,Fort Smith,1998,64.23
North America,United States of America,Fort Smith,1999,62.85
North America,United States of America,Fort Smith,2000,61.63
North America,United States of America,Fort Smith,2001,62.22
North America,United States of America,Fort Smith,2002,60.83
North America,United States of America,Fort Smith,2003,61.39
North America,United States of America,Fort Smith,2004,61.73
North America,United States of America,Fort Smith,2005,62.72
North America,United States of America,Fort Smith,2006,63.57
North America,United States of America,Fort Smith,2007,62.24
North America,United States of America,Fort Smith,2008,60.78
North America,United States of America,Fort Smith,2009,60.92
North America,United States of America,Fort Smith,2010,62.38
North America,United States of America,Fort Smith,2011,64.09
North America,United States of America,Fort Smith,2012,65.78
North America,United States of America,Fort Smith,2013,61.23
North America,United States of America,Fort Smith,2014,60.39
North America,United States of America,Fort Smith,2015,62.4
North America,United States of America,Fort Smith,2016,63.9
North America,United States of America,Fort Smith,2017,63.94
North America,United States of America,Fort Smith,2018,62.18
North America,United States of America,Fort Smith,2019,62.05
North America,United States of America,Fort Wayne,1995,50.22
North America,United States of America,Fort Wayne,1996,48.02
North America,United States of America,Fort Wayne,1997,48.61
North America,United States of America,Fort Wayne,1998,53.72
North America,United States of America,Fort Wayne,1999,51.55
North America,United States of America,Fort Wayne,2000,49.86
North America,United States of America,Fort Wayne,2001,51.61
North America,United States of America,Fort Wayne,2002,51.12
North America,United States of America,Fort Wayne,2003,48.94
North America,United States of America,Fort Wayne,2004,50.25
North America,United States of America,Fort Wayne,2005,50.73
North America,United States of America,Fort Wayne,2006,51.82
North America,United States of America,Fort Wayne,2007,51.51
North America,United States of America,Fort Wayne,2008,49.75
North America,United States of America,Fort Wayne,2009,49.95
North America,United States of America,Fort Wayne,2010,52.01
North America,United States of America,Fort Wayne,2011,51.69
North America,United States of America,Fort Wayne,2012,53.8
North America,United States of America,Fort Wayne,2013,49.93
North America,United States of America,Fort Wayne,2014,47.71
North America,United States of America,Fort Wayne,2015,50.76
North America,United States of America,Fort Wayne,2016,52.66
North America,United States of America,Fort Wayne,2017,52.48
North America,United States of America,Fort Wayne,2018,51.78
North America,United States of America,Fort Wayne,2019,51.21
Europe,Germany,Frankfurt,1995,52.68
Europe,Germany,Frankfurt,1996,56.38
Europe,Germany,Frankfurt,1997,51.43
Europe,Germany,Frankfurt,1998,51.65
Europe,Germany,Frankfurt,1999,54.38
Europe,Germany,Frankfurt,2000,55.83
Europe,Germany,Frankfurt,2001,52.05
Europe,Germany,Frankfurt,2002,52.42
Europe,Germany,Frankfurt,2003,41.18
Europe,Germany,Frankfurt,2004,54.73
Europe,Germany,Frankfurt,2005,53.55
Europe,Germany,Frankfurt,2006,39.47
Africa,Sierra Leone,Freetown,1995,82.94
Africa,Sierra Leone,Freetown,1996,81.35
Africa,Sierra Leone,Freetown,1997,82.41
Africa,Sierra Leone,Freetown,2002,81.88
Africa,Sierra Leone,Freetown,2003,81.21
Africa,Sierra Leone,Freetown,2004,81.86
Africa,Sierra Leone,Freetown,2005,82.06
Africa,Sierra Leone,Freetown,2006,81.92
Africa,Sierra Leone,Freetown,2007,81.52
Africa,Sierra Leone,Freetown,2008,81.96
Africa,Sierra Leone,Freetown,2009,81.0
Africa,Sierra Leone,Freetown,2010,82.51
Africa,Sierra Leone,Freetown,2011,81.28
North America,United States of America,Fresno,1995,64.55
North America,United States of America,Fresno,1996,65.11
North America,United States of America,Fresno,1997,64.96
North America,United States of America,Fresno,1998,62.37
North America,United States of America,Fresno,1999,63.12
North America,United States of America,Fresno,2000,64.08
North America,United States of America,Fresno,2001,65.1
North America,United States of America,Fresno,2002,64.28
North America,United States of America,Fresno,2003,65.43
North America,United States of America,Fresno,2004,64.7
North America,United States of America,Fresno,2005,64.84
North America,United States of America,Fresno,2006,64.09
North America,United States of America,Fresno,2007,64.29
North America,United States of America,Fresno,2008,64.92
North America,United States of America,Fresno,2009,64.78
North America,United States of America,Fresno,2010,63.88
North America,United States of America,Fresno,2011,63.29
North America,United States of America,Fresno,2012,66.41
North America,United States of America,Fresno,2013,66.55
North America,United States of America,Fresno,2014,68.89
North America,United States of America,Fresno,2015,66.4
North America,United States of America,Fresno,2016,66.1
North America,United States of America,Fresno,2017,66.25
North America,United States of America,Fresno,2018,66.75
North America,United States of America,Fresno,2019,66.09
Europe,Switzerland,Geneva,1995,51.21
Europe,Switzerland,Geneva,1996,49.78
Europe,Switzerland,Geneva,1997,51.37
Europe,Switzerland,Geneva,1998,51.25
Europe,Switzerland,Geneva,1999,51.51
Europe,Switzerland,Geneva,2000,51.71
Europe,Switzerland,Geneva,2001,51.17
Europe,Switzerland,Geneva,2002,51.6
Europe,Switzerland,Geneva,2003,52.47
Europe,Switzerland,Geneva,2004,51.76
Europe,Switzerland,Geneva,2005,51.31
Europe,Switzerland,Geneva,2006,52.78
Europe,Switzerland,Geneva,2007,52.17
Europe,Switzerland,Geneva,2008,51.38
Europe,Switzerland,Geneva,2009,52.39
Europe,Switzerland,Geneva,2010,50.54
Europe,Switzerland,Geneva,2011,53.09
Europe,Switzerland,Geneva,2012,52.03
Europe,Switzerland,Geneva,2013,50.63
Europe,Switzerland,Geneva,2014,53.24
Europe,Switzerland,Geneva,2015,53.13
Europe,Switzerland,Geneva,2016,52.12
Europe,Switzerland,Geneva,2017,52.46
Europe,Switzerland,Geneva,2018,54.32
Europe,Switzerland,Geneva,2019,53.29
